can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
TRUE,TRUE,100,100,200617,0,0,-2,2,0,3,1.0,1.0,1,Daniel,1.0,353,FALSE,,2025-10-01T21:30:06.176228Z,53,200617.jpg,1.4,FALSE,James,0.1,FALSE,NA,a,11,2,11,6540,278,47530,532,0.2,2.1,James,244,2021-08-31,1997-11-10,FALSE,p200617,284,0,0,1,9,0,0,0,0,0,0,0,41,26.4,83.1,47.0,15.7,1,10,2,13,3,0.49,0.53,1.02,5.54,347,162,136,98,206,119,261,129,NA,,NA,,NA,,0.16,0,0.17,0.33,1.76,2.85,196,122,263,128,344,163,427,144,0.95,0.32,4.12
TRUE,TRUE,100,100,199598,0,0,-1,1,0,3,2.3,2.3,2,Ethan,2.3,354,FALSE,,2025-10-23T13:30:08.371584Z,49,199598.jpg,2.7,FALSE,Ampadu,0.1,FALSE,NA,a,11,2,24,7894,203,11379,474,0.5,4.9,Ampadu,244,2023-07-19,2000-09-14,FALSE,p199598,787,0,0,1,15,0,0,0,3,0,0,0,125,124.2,74.6,21.0,22.1,36,42,23,101,9,0.40,0.22,0.62,10.98,168,71,152,106,284,154,210,109,NA,,NA,,NA,,0.05,0,0.03,0.08,1.26,1.72,300,188,164,77,191,84,531,190,1.03,0.11,11.55
TRUE,FALSE,0,0,248937,0,0,-1,1,0,3,0.0,0.0,0,Sam,0.0,355,FALSE,has joined Pogon Szczecin permanently.,2025-09-02T12:00:32.393623Z,49,248937.jpg,0.0,FALSE,Greenwood,0.0,FALSE,NA,u,11,2,0,1234,0,9721,99,0.0,0.0,Greenwood,241,2021-01-09,2002-01-26,FALSE,p248937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,695,294,690,294,677,289,695,294,NA,,NA,,NA,,0,0,0,0,0,0,313,196,660,274,696,294,607,240,0,0,0
TRUE,TRUE,NA,NA,486520,0,0,-2,2,0,3,0.0,0.0,0,Ilia,0.0,356,FALSE,,NA,48,486520.jpg,1.4,FALSE,Gruev,0.0,FALSE,NA,a,11,2,7,1369,42,4037,178,0.0,1.5,Gruev,34,2023-08-31,2000-05-06,FALSE,p486520,211,0,0,1,6,0,0,0,1,0,0,0,42,25.0,8.9,2.0,3.6,6,7,5,18,2,0.00,0.01,0.01,3.86,350,163,354,184,375,193,385,182,2,,1,,NA,,0,0,0,0,1.65,2.56,369,233,648,267,340,159,612,244,0.85,0.43,7.68
TRUE,FALSE,0,0,433952,0,0,-1,1,0,3,0.0,0.0,0,Largie,0.0,357,FALSE,has joined Valencia on loan for the rest of the season.,2025-09-02T12:00:32.377624Z,49,433952.jpg,0.0,FALSE,Ramazani,0.0,FALSE,NA,u,11,2,0,203,0,4155,35,0.0,0.0,Ramazani,21,2024-08-22,2001-02-27,FALSE,p433952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,697,296,692,296,679,291,697,296,NA,,NA,,NA,,0,0,0,0,0,0,319,199,663,276,698,296,672,285,0,0,0
TRUE,TRUE,100,100,248056,0,0,-2,2,0,3,1.7,1.7,0,Tanaka,1.7,358,FALSE,,2025-08-24T01:30:06.493361Z,48,248056.jpg,1.6,FALSE,Ao,0.1,FALSE,NA,a,11,2,13,7492,214,24013,577,0.4,2.7,Tanaka,108,2024-08-30,1998-09-10,FALSE,p248056,320,0,0,2,6,0,0,0,0,0,0,0,51,19.8,62.4,10.0,9.0,7,19,2,28,4,0.16,0.11,0.27,5.07,364,170,176,117,320,168,327,159,NA,,NA,,NA,,0.04,0,0.03,0.07,1.43,1.69,362,229,211,101,322,150,443,152,1.12,0.56,7.88
TRUE,FALSE,0,0,536119,0,0,0,0,0,3,0.0,0.0,0,Charlie,0.0,359,FALSE,Has joined Doncaster Rovers on loan for the rest of the season.,2025-08-11T01:12:36.647868Z,45,536119.jpg,0.0,FALSE,Crew,0.0,FALSE,NA,u,11,2,0,0,0,907,17,0.0,0.0,Crew,244,2024-03-28,2006-06-15,FALSE,p536119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,645,261,637,260,619,254,646,261,NA,,NA,,NA,,0,0,0,0,0,0,447,268,600,236,652,265,733,320,0,0,0
TRUE,FALSE,0,0,462635,0,0,0,0,0,3,0.0,0.0,0,Joe,0.0,360,FALSE,Has joined Hull City on loan for the rest of the season.,2025-08-11T11:07:52.207439Z,45,462635.jpg,0.0,FALSE,Gelhardt,0.0,FALSE,NA,u,11,2,0,0,0,2726,28,0.0,0.0,Gelhardt,241,2021-02-07,2002-05-04,FALSE,p462635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,633,250,625,249,607,243,634,250,NA,,NA,,NA,,0,0,0,0,0,0,430,256,588,225,640,254,703,303,0,0,0
TRUE,FALSE,0,0,470294,0,0,0,0,0,3,0.0,0.0,0,Darko,0.0,361,FALSE,has joined Hull City permanently.,2025-09-02T13:38:58.066167Z,45,470294.jpg,0.0,FALSE,Gyabi,0.0,FALSE,NA,u,11,2,0,1165,0,7743,127,0.0,0.0,Gyabi,241,2022-07-04,2004-02-18,FALSE,p470294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,634,251,626,250,608,244,635,251,NA,,NA,,NA,,0,0,0,0,0,0,431,257,589,226,641,255,627,254,0,0,0
TRUE,TRUE,100,100,235826,0,0,-5,5,0,4,0.3,0.3,1,Joël,0.3,362,FALSE,,2025-09-11T17:30:06.758854Z,50,235826.jpg,1.2,FALSE,Piroe,0.4,FALSE,NA,a,11,2,6,27548,721,200946,2423,0.1,1.2,Piroe,152,2023-08-24,1999-08-02,FALSE,p235826,178,0,0,1,5,0,0,0,0,0,0,0,14,5.4,16.7,77.0,9.6,1,7,0,8,2,0.51,0.06,0.57,3.00,411,43,314,34,129,28,319,33,NA,,3,,2,,0.26,0,0.03,0.29,1.52,2.53,261,51,348,39,361,39,275,41,1.01,0.51,4.04
TRUE,FALSE,0,0,106617,0,0,-1,1,0,4,0.0,0.0,0,Patrick,0.0,363,FALSE,has departed the club as a free agent.,2025-09-02T12:00:32.408955Z,49,106617.jpg,0.0,FALSE,Bamford,0.4,FALSE,NA,u,11,2,0,16144,0,196196,1489,0.0,0.0,Bamford,241,2018-07-31,1993-09-05,FALSE,p106617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,690,73,685,72,671,72,690,73,NA,,NA,,NA,,0,0,0,0,0,0,290,54,652,67,691,74,272,40,0,0,0
TRUE,FALSE,0,0,565297,0,0,0,0,0,4,0.0,0.0,0,Mateo,0.0,364,FALSE,Has joined RCD Mallorca on loan for the rest of the season.,2025-08-11T11:07:32.622877Z,50,565297.jpg,0.0,FALSE,Joseph Fernández-Regatillo,0.0,FALSE,NA,u,11,2,0,0,0,2355,20,0.0,0.0,Mateo Joseph,200,2022-11-04,2003-10-19,FALSE,p565297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,718,76,716,76,708,76,718,76,NA,,NA,,NA,,0,0,0,0,0,0,283,53,687,72,719,77,697,82,0,0,0
TRUE,TRUE,100,100,174594,0,0,0,0,0,4,3.3,3.3,8,Lukas,3.3,365,FALSE,,2025-09-11T17:30:06.775545Z,50,174594.jpg,2.1,FALSE,Nmecha,0.6,FALSE,NA,a,11,2,23,125800,4633,124551,3993,0.7,4.6,Nmecha,80,2025-07-01,1998-12-14,FALSE,p174594,272,2,0,1,8,0,0,0,0,0,0,2,76,85.2,13.7,103.0,20.1,9,7,1,17,2,2.15,0.06,2.21,5.03,224,17,331,39,89,26,224,26,NA,,NA,,1,,0.71,0,0.02,0.73,1.66,2.65,246,49,104,11,265,27,217,35,0.66,0.33,5.62
TRUE,TRUE,NA,NA,180135,0,0,-1,1,1,3,2.7,2.7,1,Sean,2.7,493,FALSE,,NA,49,180135.jpg,3.5,FALSE,Longstaff,1.0,FALSE,NA,a,11,2,38,173795,1926,83794,14240,0.6,7.8,Longstaff,241,2025-07-18,1997-10-30,FALSE,p180135,787,1,2,1,13,0,0,0,1,0,0,4,203,215.6,296.2,50.0,56.2,20,32,32,84,9,0.68,0.92,1.60,9.70,64,21,9,9,196,115,31,24,NA,,NA,,NA,,0.08,0,0.11,0.19,1.11,1.49,299,187,143,64,118,52,185,64,1.03,0.11,9.61
TRUE,TRUE,NA,NA,466525,0,0,-1,1,1,3,1.7,1.7,4,Anton,1.7,660,FALSE,,NA,49,466525.jpg,4.0,FALSE,Stach,1.9,FALSE,NA,a,11,2,40,534508,3217,346172,27593,0.3,8.2,Stach,80,2025-07-22,1998-11-15,FALSE,p466525,798,1,2,2,18,0,0,0,1,0,0,3,149,159.2,235.3,101.0,49.6,27,34,15,76,9,0.89,0.75,1.64,12.22,120,45,23,22,93,53,43,32,1,,4,,NA,,0.1,0,0.08,0.18,1.38,2.03,328,205,213,102,78,32,132,47,1.02,0.23,8.57
TRUE,TRUE,100,100,201595,0,0,0,0,0,1,1.7,1.7,2,Lucas Estella,1.7,665,FALSE,,2025-09-11T17:30:07.176029Z,45,201595.jpg,2.8,FALSE,Perri,0.2,FALSE,NA,a,11,2,17,20554,531,38490,1144,0.4,3.8,Perri,30,2025-07-26,1997-12-10,FALSE,p201595,540,0,0,2,12,0,0,0,1,0,12,0,60,109.6,0.0,0.0,10.9,7,40,0,0,6,0.00,0.00,0.00,10.16,190,20,610,75,590,66,307,20,NA,,NA,,NA,,0,2,0,0,1.69,2,405,24,207,19,180,19,340,49,1,0.33,0
TRUE,TRUE,100,75,177815,0,0,0,0,1,4,1.7,1.3,1,Dominic,1.7,691,FALSE,,2025-11-03T09:30:09.059059Z,55,177815.jpg,2.8,FALSE,Calvert-Lewin,0.9,FALSE,NA,a,11,2,25,313878,2955,223231,22759,0.3,4.5,Calvert-Lewin,241,2025-08-15,1997-03-16,FALSE,p177815,614,1,1,2,9,0,0,0,0,0,0,2,63,62.8,111.6,197.0,36.6,5,12,3,20,7,2.02,0.46,2.48,7.51,264,22,95,5,29,12,106,14,NA,,NA,,NA,,0.3,0,0.07,0.37,1.1,1.32,137,34,218,23,183,16,190,28,1.03,0.29,2.93
TRUE,TRUE,100,100,435997,0,0,0,0,0,3,2.7,2.7,2,Noah,2.7,698,FALSE,,2025-10-17T00:30:11.157914Z,55,435997.jpg,3.6,FALSE,Okafor,0.2,FALSE,NA,a,11,2,29,45602,972,28711,3046,0.5,5.3,Okafor,207,2025-08-21,2000-05-24,FALSE,p435997,515,2,1,1,11,0,0,0,2,0,0,3,98,116.8,74.9,121.0,31.3,7,23,10,40,7,1.36,0.48,1.84,9.01,178,75,150,104,71,42,129,70,NA,,NA,,NA,,0.24,0,0.08,0.32,1.57,1.92,143,92,148,68,112,47,390,132,1.22,0.17,6.99
TRUE,TRUE,NA,NA,220627,-1,1,-1,1,0,2,0.3,0.3,0,James,0.3,706,FALSE,,NA,39,220627.jpg,0.8,FALSE,Justin,0.2,FALSE,NA,a,11,2,4,29655,962,16681,856,0.1,1.0,Justin,241,2025-08-25,1998-02-23,FALSE,p220627,77,0,0,0,1,0,0,0,1,0,0,0,15,15.4,1.1,2.0,1.8,9,7,1,10,0,0.00,0.00,0.00,0.99,373,138,392,142,368,134,407,143,NA,,NA,,NA,,0,0,0,0,1.16,1.17,704,210,315,103,435,146,344,122,0,0,11.69
TRUE,TRUE,100,100,600882,0,0,0,0,0,4,0.0,0.0,0,Harry,0.0,741,FALSE,,2025-10-02T14:30:07.989923Z,45,600882.jpg,0.0,FALSE,Gray,0.1,FALSE,NA,a,11,2,0,15020,1313,8900,873,0.0,0.0,Gray,241,2025-04-20,2008-10-08,FALSE,p600882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,670,69,662,69,644,68,671,70,NA,,NA,,NA,,0,0,0,0,0,0,474,65,623,65,675,72,489,68,0,0,0
TRUE,TRUE,75,0,116535,0,0,-1,1,1,1,0.4,0.0,0,Alisson,0.0,366,FALSE,Lack of match fitness - 75% chance of playing,2025-10-01T00:30:06.184759Z,54,116535.jpg,3.3,FALSE,Becker,5.5,FALSE,NA,d,12,14,20,289154,11358,1059335,24154,0.0,3.7,A.Becker,30,2018-07-19,1992-10-02,FALSE,p116535,540,0,0,2,7,0,0,0,0,0,9,2,95,106.8,0.1,0.0,10.7,12,51,0,0,6,0.00,0.01,0.01,6.87,194,21,419,12,719,83,308,21,NA,,NA,,NA,,0,1.5,0,0,1.14,1.17,156,4,704,86,138,14,69,13,1,0.33,0
TRUE,TRUE,NA,NA,449027,0,0,-2,2,0,1,5.8,5.3,7,Giorgi,5.3,367,FALSE,,NA,43,449027.jpg,3.8,FALSE,Mamardashvili,1.2,FALSE,NA,a,12,14,19,137663,30396,72413,10084,1.2,4.4,Mamardashvili,79,2024-08-27,2000-09-29,FALSE,p449027,450,0,0,1,10,0,1,0,0,0,17,0,70,140.0,0.0,0.0,13.9,7,43,0,0,5,0.00,0.00,0.00,7.10,147,17,550,68,521,56,276,17,NA,,NA,,NA,,0,3.4,0,0,1.42,2,581,35,35,3,90,8,167,23,1,0.2,0
TRUE,TRUE,NA,NA,586268,0,0,-1,1,0,1,0.5,0.0,0,Ármin,0.0,368,FALSE,,NA,39,586268.jpg,0.0,FALSE,Pécsi,0.4,FALSE,NA,a,12,14,0,47606,256,18622,1236,0.0,0.0,Pécsi,98,2025-06-07,2005-02-24,FALSE,p586268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,484,46,466,30,433,17,484,46,NA,,NA,,NA,,0,0,0,0,0,0,740,86,413,37,490,45,279,37,0,0,0
TRUE,TRUE,NA,NA,155503,0,0,-1,1,0,1,0.5,0.0,0,Freddie,0.0,369,FALSE,,NA,39,155503.jpg,0.0,FALSE,Woodman,0.2,FALSE,NA,a,12,14,0,19299,471,9687,774,0.0,0.0,Woodman,241,2025-07-01,1997-03-04,FALSE,p155503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,452,35,434,19,398,6,452,35,NA,,NA,,NA,,0,0,0,0,0,0,699,75,379,26,458,34,358,53,0,0,0
TRUE,TRUE,0,0,216094,-1,1,-3,3,0,2,0.0,0.0,0,Jeremie,0.0,370,FALSE,Hamstring injury - Unknown return date,2025-10-23T09:00:08.355744Z,57,216094.jpg,1.8,FALSE,Frimpong,4.9,FALSE,NA,i,12,14,7,184219,135,2918528,27419,0.0,1.2,Frimpong,152,2025-06-01,2000-12-10,FALSE,p216094,83,0,1,0,1,0,0,0,0,0,0,0,29,19.4,17.3,29.0,6.6,5,4,2,7,1,0.09,0.34,0.43,1.96,365,134,311,104,255,74,354,119,NA,,NA,,NA,,0.1,0,0.37,0.47,2.13,1.08,119,10,726,247,303,107,74,23,1.08,0,7.59
TRUE,TRUE,NA,NA,544877,0,0,-3,3,0,2,2.8,2.3,1,Milos,2.3,371,FALSE,,NA,57,544877.jpg,2.1,FALSE,Kerkez,3.3,FALSE,NA,a,12,14,21,228615,5354,655804,17738,0.4,3.7,Kerkez,98,2025-06-26,2003-11-07,FALSE,p544877,694,1,0,1,12,0,0,0,3,0,0,0,86,142.6,89.5,63.0,29.6,40,27,12,52,9,0.71,0.18,0.89,10.09,141,60,124,25,155,31,140,45,NA,,NA,,NA,,0.09,0,0.02,0.11,1.31,1.56,122,12,171,56,266,93,98,36,1.17,0.13,6.74
TRUE,TRUE,NA,NA,122798,0,0,-2,2,1,2,3.5,3.0,0,Andrew,3.0,372,FALSE,,NA,58,122798.jpg,1.8,FALSE,Robertson,1.0,FALSE,NA,a,12,14,11,30561,7111,97994,2590,0.5,1.9,Robertson,243,2017-07-21,1994-03-11,FALSE,p122798,291,0,0,1,5,0,0,0,0,0,0,2,57,68.4,102.6,47.0,21.9,14,13,5,19,2,0.21,0.54,0.74,3.88,256,100,107,22,207,51,214,68,4,,NA,,NA,,0.06,0,0.17,0.23,1.2,1.55,106,6,134,47,304,108,179,67,0.62,0.31,5.88
TRUE,TRUE,NA,NA,97032,1,-1,0,0,0,2,3.5,3.0,1,Virgil,3.0,373,FALSE,,NA,60,97032.jpg,3.7,FALSE,van Dijk,27.2,FALSE,NA,a,12,14,41,1910395,534458,1808451,64162,0.5,6.8,Virgil,152,2018-01-01,1991-07-08,FALSE,p97032,990,0,0,3,17,0,0,0,2,0,0,4,150,317.2,45.8,62.0,42.4,113,25,7,120,11,0.41,0.20,0.61,13.97,9,4,220,59,158,33,71,16,NA,,3,,NA,,0.04,0,0.02,0.06,1.27,1.55,88,4,135,48,105,41,12,5,1,0.27,10.91
TRUE,TRUE,100,100,204716,0,0,-1,1,0,2,4.5,4.0,1,Ibrahima,4.0,374,FALSE,,2025-10-05T01:30:08.114532Z,54,204716.jpg,3.5,FALSE,Konaté,3.1,FALSE,NA,a,12,14,39,304856,60212,349941,11127,0.7,7.2,Konaté,73,2021-07-01,1999-05-25,FALSE,p204716,922,0,0,3,15,0,0,0,2,0,0,3,142,229.0,73.1,33.0,33.6,77,28,17,94,11,0.74,0.34,1.08,12.30,53,24,158,38,243,69,117,37,NA,,NA,,NA,,0.07,0,0.03,0.1,1.2,1.46,162,18,81,27,124,44,100,38,1.07,0.29,9.18
TRUE,TRUE,0,100,492777,0,0,0,0,0,2,0.0,3.3,0,Conor,3.3,375,FALSE,Muscle injury - Expected back 20 Dec,2025-11-21T12:00:09.911540Z,50,492777.jpg,1.7,FALSE,Bradley,0.3,FALSE,NA,i,12,14,15,42750,17974,29824,9549,0.7,3.0,Bradley,242,2023-09-25,2003-07-09,FALSE,p492777,529,0,1,1,11,0,0,0,4,0,0,0,48,75.6,62.8,33.0,17.0,22,21,10,32,7,0.07,0.53,0.60,8.06,239,93,174,42,242,68,249,84,NA,,NA,,NA,,0.01,0,0.09,0.1,1.37,1.87,274,44,107,37,312,112,305,108,1.19,0.17,5.44
TRUE,TRUE,100,100,171287,0,0,-1,1,0,2,1.2,0.7,1,Joe,0.7,376,FALSE,,2025-08-10T23:00:06.519894Z,49,171287.jpg,1.0,FALSE,Gomez,0.1,FALSE,NA,a,12,14,4,7737,646,11709,460,0.1,0.8,Gomez,241,2015-06-20,1997-05-23,FALSE,p171287,43,0,0,0,1,0,0,0,0,0,0,0,9,14.6,0.8,6.0,2.0,8,1,0,8,0,0.13,0.07,0.20,0.57,377,140,398,145,348,123,402,140,NA,,NA,,NA,,0.27,0,0.15,0.42,1.19,2.09,298,47,291,95,401,142,409,152,0,0,16.74
TRUE,FALSE,0,0,214285,0,0,-2,2,0,2,0.0,0.0,0,Konstantinos,0.0,377,FALSE,has joined AS Roma on loan for the rest of the season.,2025-09-22T09:16:54.545563Z,48,214285.jpg,0.0,FALSE,Tsimikas,0.1,FALSE,NA,u,12,14,0,1669,0,11675,128,0.0,0.0,Tsimikas,83,2020-08-10,1996-05-12,FALSE,p214285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,683,240,676,240,660,238,683,240,3,,NA,,NA,,0,0,0,0,0,0,353,59,640,230,684,241,560,201,0,0,0
TRUE,TRUE,100,100,611926,0,0,-2,2,0,2,0.5,0.0,0,Amara,0.0,378,FALSE,,2025-10-30T11:30:08.685763Z,38,611926.jpg,0.0,FALSE,Nallo,0.4,FALSE,NA,a,12,14,0,43224,3906,20548,2791,0.0,0.0,Nallo,241,2024-02-27,2006-11-18,FALSE,p611926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,444,160,426,158,389,144,444,159,NA,,NA,,NA,,0,0,0,0,0,0,752,249,369,127,451,160,270,102,0,0,0
TRUE,TRUE,NA,NA,219937,0,0,-2,2,0,2,0.5,0.0,0,Rhys,0.0,379,FALSE,,NA,38,219937.jpg,0.0,FALSE,Williams,0.3,FALSE,NA,a,12,14,0,20834,2553,18493,1526,0.0,0.0,R.Williams,241,2020-09-23,2001-02-03,FALSE,p219937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,439,155,421,153,383,138,439,154,NA,,NA,,NA,,0,0,0,0,0,0,746,243,364,122,446,155,327,116,0,0,0
TRUE,TRUE,NA,NA,489580,0,0,-2,2,0,2,0.5,0.0,0,Calvin,0.0,380,FALSE,,NA,38,489580.jpg,0.0,FALSE,Ramsay,0.3,FALSE,NA,a,12,14,0,20409,5109,18640,1440,0.0,0.0,Ramsay,243,2022-06-19,2003-07-31,FALSE,p489580,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,441,157,423,155,385,140,441,156,NA,,NA,,NA,,0,0,0,0,0,0,748,245,366,124,448,157,314,111,0,0,0
TRUE,TRUE,NA,NA,118748,0,0,-3,3,0,3,6.5,6.0,2,Mohamed,6.0,381,FALSE,,NA,142,118748.jpg,4.9,FALSE,Salah,23.9,FALSE,NA,a,12,14,54,1234930,40166,4635893,120571,0.4,3.8,M.Salah,63,2017-07-01,1992-06-15,FALSE,p118748,984,4,2,3,17,0,0,0,1,0,0,4,167,229.8,300.3,308.0,83.8,5,31,2,38,11,3.72,1.49,5.21,13.54,52,17,7,7,6,2,4,3,NA,,4,,1,,0.34,0,0.14,0.48,1.24,1.55,2,1,29,16,37,11,15,4,1.01,0.27,3.48
TRUE,TRUE,0,NA,494595,0,0,-5,5,0,3,0.0,1.7,2,Florian,1.7,382,FALSE,Muscle injury - Expected back 30 Nov,2025-11-21T12:00:09.930986Z,80,494595.jpg,1.7,FALSE,Wirtz,6.8,FALSE,NA,i,12,14,19,430531,13478,3290286,54390,0.2,2.4,Wirtz,80,2025-06-20,2003-05-03,FALSE,p494595,686,0,0,2,12,0,0,0,1,0,0,0,93,75.8,230.0,137.0,44.3,6,31,11,48,7,1.28,1.18,2.45,10.96,238,101,26,24,57,33,65,44,1,,NA,,NA,,0.17,0,0.15,0.32,1.44,1.57,17,11,224,109,317,147,55,18,0.92,0.26,6.3
TRUE,FALSE,0,0,244731,0,0,0,0,0,3,0.0,0.0,0,Luis,0.0,383,FALSE,Has joined Bayern Munch permanently.,2025-07-30T14:05:01.491481Z,80,244731.jpg,0.0,FALSE,Díaz Marulanda,0.0,FALSE,NA,u,12,14,0,0,0,7139,46,0.0,0.0,Luis Díaz,48,2022-01-30,1997-01-13,FALSE,p244731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,751,333,751,333,751,333,751,333,NA,,NA,,NA,,0,0,0,0,0,0,15,9,747,332,751,333,582,220,0,0,0
TRUE,TRUE,NA,NA,243298,-1,1,0,0,0,3,2.5,2.0,1,Cody,2.0,384,FALSE,,NA,75,243298.jpg,4.2,FALSE,Gakpo,13.6,FALSE,NA,a,12,14,46,2735495,152635,2125487,120314,0.3,6.1,Gakpo,152,2023-01-01,1999-05-07,FALSE,p243298,829,3,2,3,14,0,0,0,0,0,0,2,174,195.8,293.1,273.0,76.3,15,30,7,52,9,3.13,2.07,5.20,10.15,79,27,11,11,10,4,10,7,NA,,NA,,2,,0.34,0,0.22,0.56,1.1,1.52,22,15,199,98,68,28,31,12,0.98,0.33,5.65
TRUE,TRUE,100,100,223541,0,0,-1,1,0,3,1.2,0.7,1,Federico,0.7,385,FALSE,,2025-10-03T09:30:08.615318Z,64,223541.jpg,2.5,FALSE,Chiesa,0.3,FALSE,NA,a,12,14,20,35229,817,43256,1924,0.1,3.1,Chiesa,106,2024-08-29,1997-10-25,FALSE,p223541,117,2,1,0,3,0,0,0,1,0,0,0,76,98.0,16.7,62.0,17.7,4,1,6,11,0,0.80,0.07,0.87,2.02,211,88,315,174,159,96,245,121,NA,,NA,,NA,,0.62,0,0.05,0.67,1.55,2.31,64,42,314,155,212,96,311,110,0,0,8.46
TRUE,TRUE,100,100,243016,0,0,-2,2,0,3,3.2,2.7,1,Alexis,2.7,386,FALSE,,2025-08-28T17:30:07.822110Z,63,243016.jpg,2.5,FALSE,Mac Allister,1.2,FALSE,NA,a,12,14,25,85667,7992,183083,4805,0.4,4.0,Mac Allister,10,2023-06-14,1998-12-24,FALSE,p243016,637,0,2,2,8,0,0,0,1,0,0,0,126,100.6,137.8,46.0,28.5,15,29,10,54,9,0.65,0.38,1.03,7.77,204,84,68,52,209,121,145,78,2,,5,,3,,0.09,0,0.05,0.14,1.1,1.13,73,50,152,71,211,95,165,57,1.27,0.28,7.63
TRUE,TRUE,NA,NA,424876,0,0,1,-1,1,3,4.8,4.3,1,Dominik,4.3,387,FALSE,,NA,66,424876.jpg,4.0,FALSE,Szoboszlai,6.0,FALSE,NA,a,12,14,44,800531,174070,426164,31079,0.7,6.7,Szoboszlai,98,2023-07-02,2000-10-25,FALSE,p424876,990,1,1,3,17,0,0,0,4,0,0,7,216,254.8,295.8,120.0,67.1,39,67,23,129,11,1.34,1.13,2.47,13.97,31,10,10,10,73,43,18,13,5,,2,,NA,,0.12,0,0.1,0.22,1.27,1.55,51,35,75,41,83,36,63,21,1,0.27,11.73
TRUE,TRUE,100,100,206915,0,0,-1,1,0,3,1.2,0.7,0,Curtis,0.7,388,FALSE,,2025-10-25T23:00:08.088311Z,54,206915.jpg,1.4,FALSE,Jones,0.1,FALSE,NA,a,12,14,13,6196,396,14070,329,0.1,2.4,C.Jones,241,2018-04-06,2001-01-30,FALSE,p206915,338,0,1,0,9,0,0,0,1,0,0,0,82,59.0,66.3,33.0,15.8,6,29,7,42,2,0.32,0.96,1.28,6.50,274,118,169,115,244,136,259,128,NA,,NA,,NA,,0.09,0,0.26,0.35,1.73,2.4,164,101,305,151,346,164,507,179,0.53,0,11.18
